Public Food Key,Classification,Food Name,"Energy with dietary fibre, equated 
(kJ)","Moisture (water) 
(g)","Protein 
(g)","Nitrogen 
(g)","Fat, total 
(g)","Total dietary fibre 
(g)","Glucose 
(g)",Added sugars (g),"Free sugars 
(g)","Starch 
(g)","Available carbohydrate, without sugar alcohols 
(g)","Available carbohydrate, with sugar alcohols 
(g)","Calcium (Ca) 
(mg)","Copper (Cu) 
(mg)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Magnesium (Mg) 
(mg)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Sodium (Na) 
(mg)","Zinc (Zn) 
(mg)","Cobalamin (B12) 
(ug)","Folic acid 
(ug)","Vitamin C 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated 
(g)","Caffeine 
(mg)","Cholesterol 
(mg)"
F005068,18102,"Lamb, roasting piece, leg or mini roast, lean, raw",512,72.8,21.5,3.44,4,0,0,0,0,0,0,0,5,0.115,1.2,2.15,26,225,325,66,3.75,0.8,0,0,0.4,1.28,0,70
F005069,18102,"Lamb, roasting piece, leg or mini roast, lean, roasted, no added fat",711,62.7,29.2,4.67,5.8,0,0,0,0,0,0,0,5,0.17,1.2,2.65,26,285,290,62,5,2.2,0,0,0.25,2.06,0,82
F005070,18102,"Lamb, roasting piece, leg or mini roast, semi-trimmed, raw",633,69.9,20.8,3.32,7.6,0,0,0,0,0,0,0,5,0.107,1.1,2.03,25,214,309,62,3.53,0.9,0,0,0.45,2.93,0,70
F005071,18102,"Lamb, roasting piece, leg or mini roast, semi-trimmed, roasted, no added fat",810,60.6,28.4,4.54,8.8,0,0,0,0,0,0,0,5,0.159,1.1,2.52,25,272,278,59,4.74,2.3,0,0,0.29,3.51,0,82
F005072,18102,"Lamb, roasting piece, leg or mini roast, untrimmed, raw",784,66.4,19.9,3.18,12,0,0,0,0,0,0,0,5,0.097,1,1.89,23,199,289,59,3.26,1.1,0,0,0.5,4.98,0,69
F005073,18102,"Lamb, roasting piece, leg or mini roast, untrimmed, roasted, no added fat",908,58.6,27.5,4.4,11.9,0,0,0,0,0,0,0,5,0.148,1,2.4,24,258,267,57,4.48,2.3,0,0,0.32,4.96,0,81
F005095,18102,"Lamb, steak, boneless, lean, raw",546,72.8,21.9,3.5,4.7,0,0,0,0,0,0,0,4,0.1,1.2,2.2,23,210,300,63,3.4,0.8,0,0,0.4,1.52,0,70
F005094,18102,"Lamb, steak, boneless, lean, grilled, no added fat",769,61.7,30.8,4.94,6.6,0,0,0,0,0,0,0,6,0.141,1.4,2.94,28,251,359,75,4.79,0.8,0,0,0.45,2.15,0,98
F005097,18102,"Lamb, steak, boneless, semi-trimmed, raw",662,70.1,21.2,3.39,8.2,0,0,0,0,0,0,0,4,0.093,1.1,2.08,22,200,286,60,3.21,0.9,0,0,0.44,3.11,0,69
F005096,18102,"Lamb, steak, boneless, semi-trimmed, grilled, no added fat",863,59.7,29.9,4.79,9.6,0,0,0,0,0,0,0,6,0.132,1.3,2.8,26,241,343,72,4.55,1,0,0,0.47,3.57,0,97
F005099,18102,"Lamb, steak, boneless, untrimmed, raw",782,67.2,20.4,3.27,11.8,0,0,0,0,0,0,0,4,0.087,1,1.96,21,189,272,58,3.02,1,0,0,0.49,4.76,0,69
F005098,18102,"Lamb, steak, boneless, untrimmed, grilled, no added fat",937,58.2,29.2,4.67,11.9,0,0,0,0,0,0,0,6,0.125,1.2,2.69,25,232,331,70,4.36,1.1,0,0,0.49,4.7,0,96
F005139,18102,"Lamb, with bone, shin, lean, raw",477,72.4,23.9,3.82,1.9,0,,0,0,0,0,0,15,,1.2,1.9,24,240,350,110,5.7,0.8,0,0,0.3,0.82,0,71
F005138,18102,"Lamb, with bone, shin, lean, casseroled, no added fat",755,61.1,34.6,5.54,4.5,0,,0,0,0,0,0,20,,1.2,3.6,25,340,260,83,10,2.2,0,0,0.2,2,0,80
F005141,18102,"Lamb, with bone, shin, semi-trimmed, raw",617,69.2,22.9,3.66,6.2,0,,0,0,0,0,0,14,,1.1,1.78,22,226,330,103,5.3,1,0,0,0.36,2.73,0,70
F005140,18102,"Lamb, with bone, shin, semi-trimmed, casseroled, no added fat",852,59.1,33.4,5.34,7.7,0,,0,0,0,0,0,19,,1.1,3.41,24,323,250,79,9.41,2.2,0,0,0.24,3.48,0,80
F005143,18102,"Lamb, with bone, shin, untrimmed, raw",785,65.4,21.7,3.47,11.2,0,,0,0,0,0,0,13,,1,1.65,21,209,306,95,4.83,1.2,0,0,0.43,5,0,69
F005142,18102,"Lamb, with bone, shin, untrimmed, casseroled, no added fat",965,56.8,32,5.12,11.4,0,,0,0,0,0,0,18,,1,3.19,23,304,239,75,8.73,2.3,0,0,0.28,5.2,0,79
F005121,18102,"Lamb, stir-fry strips, lean, raw",528,72.7,21.9,3.5,4.2,0,0,0,0,0,0,0,5,0.014,1.2,2.2,27,250,340,53,4.3,0.7,0,0,0.4,1.36,0,78
F005122,18102,"Lamb, stir-fry strips, lean, stir-fried, no added fat",763,62,28.1,4.5,7.7,0,0,0,0,0,0,0,5,0.17,1.2,3.7,27,290,390,59,2.6,2.3,0,0,0.2,2.73,0,96
F005120,18102,"Lamb, stir-fry strips, lean, casseroled, no added fat",776,59.8,32.2,5.15,6.2,0,0,0,0,0,0,0,8,0.02,0.9,3.07,26,239,275,43,6.01,0.6,0,0,0.47,2,0,115
F005125,18102,"Lamb, stir-fry strips, untrimmed, raw",578,71.5,21.6,3.45,5.7,0,0,0,0,0,0,0,5,0.014,1.2,2.15,26,244,333,52,4.19,0.8,0,0,0.42,2.05,0,78
F005126,18102,"Lamb, stir-fry strips, untrimmed, stir-fried, no added fat",781,61.6,28,4.47,8.3,0,0,0,0,0,0,0,5,0.168,1.2,3.66,27,287,386,59,2.58,2.3,0,0,0.21,3,0,96
F005124,18102,"Lamb, stir-fry strips, untrimmed, casseroled, no added fat",794,59.5,32,5.12,6.8,0,0,0,0,0,0,0,8,0.02,0.9,3.04,26,237,273,43,5.94,0.6,0,0,0.47,2.28,0,114
F005977,18102,"Mutton, all cuts, separable fat, raw","2,522",26.4,8.2,1.31,64.4,0,0,0,0,0,0,0,10,0,0,0.77,8,88,130,33,0.99,2.9,0,0,0.7,28.61,0,78
F005976,18102,"Mutton, all cuts, separable fat, cooked","2,694",20,10.7,1.71,67.9,0,0,0,0,0,0,0,8,0.21,0,3.4,26,270,310,64,5.9,1.3,0,0,0.6,28.4,0,77
F005979,18102,"Mutton, boneless dice or strips, shoulder, lean, raw",518,72.4,21.3,3.41,4.2,0,0,0,0,0,0,0,5,0.19,0,2.2,21,220,280,61,2.9,2.8,0,0,0.2,1.57,0,76
F005978,18102,"Mutton, boneless dice or strips, shoulder, lean, casseroled, no added fat","1,041",50.9,36.4,5.82,11.4,0,0,0,0,0,0,0,20,0.32,1.2,5.7,32,330,350,66,8.9,1.9,0,0,0.8,3.92,0,130
F005981,18102,"Mutton, boneless dice or strips, shoulder, semi-trimmed, raw",678,68.8,20.2,3.24,9,0,0,0,0,0,0,0,5,0.175,0,2.08,20,209,268,59,2.75,2.8,0,0,0.24,3.73,0,76
F005980,18102,"Mutton, boneless dice or strips, shoulder, semi-trimmed, casseroled, no added fat","1,115",49.5,35.2,5.64,13.9,0,0,0,0,0,0,0,19,0.315,1.1,5.6,32,327,348,66,8.76,1.9,0,0,0.79,5.03,0,128
F005983,18102,"Mutton, boneless dice or strips, shoulder, untrimmed, raw",716,67.9,20,3.2,10.2,0,0,0,0,0,0,0,5,0.171,0,2.06,20,207,265,58,2.71,2.8,0,0,0.25,4.25,0,76
F005982,18102,"Mutton, boneless dice or strips, shoulder, untrimmed, casseroled, no added fat","1,137",49.1,34.9,5.58,14.7,0,0,0,0,0,0,0,19,0.314,1.1,5.56,32,326,348,66,8.72,1.9,0,0,0.79,5.36,0,127
F005997,18102,"Mutton, roasting piece, with bone, leg, lean, raw",509,72.4,21.6,3.46,3.8,0,0,0,0,0,0,0,8,0.24,1.2,4.3,35,360,340,80,4.9,2.8,0,0,0.2,1.33,0,56
F005998,18102,"Mutton, roasting piece, with bone, leg, lean, roasted, no added fat",792,65.2,29.8,4.77,7.7,0,0,0,0,0,0,0,8,0.21,1.2,3.4,24,240,280,56,5.9,1.9,0,0,0.8,2.72,0,63
F005999,18102,"Mutton, roasting piece, with bone, leg, semi-trimmed, raw",634,69.6,20.8,3.32,7.6,0,0,0,0,0,0,0,8,0.225,1.1,4.08,33,343,327,77,4.66,2.8,0,0,0.23,3.01,0,57
F006000,18102,"Mutton, roasting piece, with bone, leg, semi-trimmed, roasted, no added fat",919,62.2,28.5,4.56,11.7,0,0,0,0,0,0,0,8,0.21,1.1,3.4,24,242,282,56,5.9,1.8,0,0,0.79,4.43,0,64
F006001,18102,"Mutton, roasting piece, with bone, leg, untrimmed, raw",811,65.5,19.6,3.14,12.9,0,0,0,0,0,0,0,8,0.204,1,3.77,31,319,308,73,4.31,2.8,0,0,0.27,5.41,0,59
F006002,18102,"Mutton, roasting piece, with bone, leg, untrimmed, roasted, no added fat","1,092",58,26.8,4.28,17.2,0,0,0,0,0,0,0,8,0.21,1,3.4,24,245,285,57,5.9,1.8,0,0,0.77,6.78,0,65
F004230,18202,"Goat, all cuts, separable fat, raw","1,855",45.4,12.2,1.96,44.6,0,0,0,0,0,0,0,13,0.04,11,2,7,78,125,45,1.2,1.5,0,0,3.7,24.28,0,129
F004229,18202,"Goat, all cuts, separable fat, baked, no added fat","2,556",26.4,10,1.59,64.5,0,0,0,0,0,0,0,7,0.057,11,1.25,12,103,175,40,2.65,3,0,0,0.8,32.7,0,75
F004233,18202,"Goat, forequarter, lean, raw",432,74.6,21.6,3.46,1.8,0,0,0,0,0,0,0,10,0.081,11,2.35,20,180,315,74,5.1,1.3,0,0,1.3,0.75,0,72
F004232,18202,"Goat, forequarter, lean, baked, no added fat",676,64.4,30.8,4.92,4.2,0,0,0,0,0,0,0,10,0.13,11,3.4,23,195,305,74,7.55,2.8,0,0,1.65,1.65,0,145
F004235,18202,"Goat, leg, lean, raw",456,75,22.2,3.56,2.1,0,0,0,0,0,0,0,6,0.092,11,2.5,22,190,340,64,3.9,1,0,0,0.6,1.02,0,77
F004234,18202,"Goat, leg, lean, baked, no added fat",695,63.6,33.8,5.41,3.2,0,0,0,0,0,0,0,8,0.165,11,3.85,26,225,335,60,6.15,2.7,0,0,0.45,1.46,0,116
F004237,18202,"Goat, loin, lean, raw",432,75.2,22.2,3.56,1.4,0,0,0,0,0,0,0,10,0.081,11,2.95,22,185,340,76,3.5,0.6,0,0,0.05,0.59,0,70
F004236,18202,"Goat, loin, lean, baked, no added fat",612,67.6,29.2,4.68,3.1,0,0,0,0,0,0,0,16,0.092,11,2.95,22,185,320,84,4.15,2.3,0,0,0.05,1.46,0,98
F004240,18202,"Goat, meat, all cuts, lean, raw",440,74.9,22,3.53,1.8,0,0,0,0,0,0,0,9,0.085,11,2.6,21,185,332,72,4.17,1,0,0,0.65,0.79,0,73
F004238,18202,"Goat, meat, all cuts, lean, baked, no added fat",661,65.2,31.3,5,3.5,0,0,0,0,0,0,0,11,0.129,11,3.4,23,202,320,73,5.95,2.6,0,0,0.72,1.52,0,120
F004239,18202,"Goat, meat, all cuts, lean, casseroled, no added fat",871,50.3,43.6,6.99,3.5,0,0,0,0,0,0,0,17,0.168,10.9,4.89,27,238,361,78,7.84,1.1,0,0,1.03,1.56,0,145
F004243,18202,"Goat, meat, all cuts, untrimmed, raw",566,72.3,21.2,3.39,5.6,0,0,0,0,0,0,0,9,0.081,11,2.55,20,175,313,69,3.9,1,0,0,0.92,2.88,0,78
F004242,18202,"Goat, meat, all cuts, untrimmed, casseroled, no added fat ","1,011",50.5,37.8,6.05,10,0,0,0,0,0,0,0,16,0.144,9.8,4.32,23,204,308,68,6.62,1.1,0,0,1.32,5.15,0,140
F004241,18202,"Goat, meat, all cuts, untrimmed, baked, no added fat",847,61.4,29.2,4.67,9.5,0,0,0,0,0,0,0,11,0.122,11,3.19,22,192,306,70,5.63,2.6,0,0,0.72,4.58,0,115
F006862,18103,"Pork, belly, rind removed, raw","1,286",54.4,18.6,2.98,26.2,0,,0,0,0,0,0,6,0.045,0,0.45,15,140,250,58,1.4,0.4,0,0,0.3,9.51,0,60
F006860,18103,"Pork, belly, rind removed, baked, no added fat","1,606",40.6,27.4,4.38,30.8,0,,0,0,0,0,0,8,0.066,0,0.66,16,175,294,68,2.06,0.4,0,0,0.35,11.19,0,71
F006875,18103,"Pork, butterfly steak, lean, raw",469,74.4,24.1,3.86,1.6,0,0,0,0,0,0,0,6,0.039,0.8,0.54,26,240,420,46,1.55,0.2,0,0,0.2,0.54,0,48
F006874,18103,"Pork, butterfly steak, lean, grilled, no added fat",656,62.6,32.5,5.2,2.8,0,0,0,0,0,0,0,6,0.078,0.8,0.7,29,260,450,46,2.61,0.3,0,0,0,1.07,0,130
F006866,18103,"Pork, butterfly steak, untrimmed, raw",643,70.6,22.7,3.63,7,0,0,0,0,0,0,0,6,0.038,0.8,0.54,25,228,398,44,1.46,0.3,0,0,0.21,2.43,0,47
F006864,18103,"Pork, butterfly steak, untrimmed, grilled, no added fat",825,59.2,30.6,4.9,8.2,0,0,0,0,0,0,0,7,0.075,0.7,0.67,27,250,427,45,2.44,0.4,0,0,0.03,3.21,0,123
F006883,18103,"Pork, diced, untrimmed, raw",502,74.3,22.8,3.65,3.1,0,0,0,0,0,0,0,6,0.076,0.8,0.84,27,230,465,59,2.4,0.5,0,0,0.21,1.02,0,69
F006881,18103,"Pork, diced, untrimmed, fried, no added fat",647,64.4,31.3,5.01,3.1,0,0,0,0,0,0,0,7,0.115,0.8,1.15,30,220,465,90,3.75,0.7,0,0,0,1.02,0,82
F006899,18103,"Pork, fillet, lean, raw",433,74.3,23.1,3.7,1.1,0,0,0,0,0,0,0,4,0.082,0.8,0.86,26,240,390,42,1.75,0.3,0,0,0.31,0.38,0,47
F006892,18103,"Pork, fillet, fully-trimmed, baked, no added fat",566,66,28.5,4.56,2.2,0,0,0,0,0,0,0,4,0.1,0.8,0.98,27,270,390,44,2.4,0.2,0,0,0.11,0.76,0,56
F006906,18103,"Pork, forequarter (chop, roast, neck), separable fat, raw","2,042",39.2,9.6,1.53,50.8,0,0,0,0,0,0,0,26,0.07,0.8,0.9,9,110,160,47,0.9,0.4,0,0,0.29,19.51,0,92
F006940,18103,"Pork, forequarter, separable fat, BBQ'd, no added fat","2,179",34.5,11.5,1.84,53.6,0,0,0,0,0,0,0,28,0.07,0.8,1,11,120,190,86,0.9,0.9,0,0,0.13,20.43,0,90
F006922,18103,"Pork, forequarter chop, lean, raw",476,74.2,19.5,3.12,3.9,0,0,0,0,0,0,0,16,0.11,0.8,1.2,22,200,380,73,3,0.5,0,0,0,1.42,0,62
F006921,18103,"Pork, forequarter chop, lean, BBQ'd, no added fat",680,64.1,26.3,4.21,6.3,0,0,0,0,0,0,0,22,0.12,0.8,1.6,24,220,410,73,4,0.7,0,0,0,2.41,0,83
F006919,18103,"Pork, forequarter chop, semi-trimmed, BBQ'd, no added fat",771,62.3,25.4,4.07,9.2,0,0,0,0,0,0,0,22,0.117,0.8,1.56,23,214,397,74,3.81,0.7,0,0,0.01,3.5,0,83
F006910,18103,"Pork, forequarter chop, untrimmed, raw",785,67.3,17.5,2.8,13.2,0,0,0,0,0,0,0,18,0.102,0.8,1.14,19,182,336,68,2.58,0.5,0,0,0.06,5,0,68
F006908,18103,"Pork, forequarter chop, untrimmed, BBQ'd, no added fat",988,58,23.3,3.72,16,0,0,0,0,0,0,0,23,0.11,0.8,1.48,21,199,365,76,3.36,0.7,0,0,0.03,6.1,0,84
F006933,18103,"Pork, forequarter shoulder roast, lean, raw",447,74.4,19.6,3.13,3.1,0,0,0,0,0,0,0,11,0.09,0.8,1.1,21,200,370,75,2.7,0.3,0,0,0,1.13,0,60
F006932,18103,"Pork, forequarter shoulder roast, lean, BBQ'd, no added fat",658,64.8,24.8,3.96,6.4,0,0,0,0,0,0,0,15,0.12,0.8,1.6,23,220,380,76,3.7,0.5,0,0,0,2.45,0,69
F006931,18103,"Pork, forequarter shoulder roast, semi-trimmed, BBQ'd, no added fat",748,62.9,24,3.83,9.2,0,0,0,0,0,0,0,16,0.117,0.8,1.56,22,214,369,76,3.53,0.5,0,0,0.01,3.52,0,70
F006929,18103,"Pork, forequarter shoulder roast, untrimmed, raw",762,67.4,17.6,2.81,12.5,0,0,0,0,0,0,0,14,0.086,0.8,1.06,19,182,328,69,2.34,0.3,0,0,0.06,4.76,0,66
F006927,18103,"Pork, forequarter shoulder roast, untrimmed, BBQ'd, no added fat",901,59.9,22.6,3.62,14,0,0,0,0,0,0,0,17,0.112,0.8,1.5,21,204,350,78,3.25,0.6,0,0,0.02,5.32,0,72
F006953,18103,"Pork, leg roast, untrimmed, raw",685,69.1,21.6,3.45,8.6,0,0,0,0,0,0,0,4,0.077,0.8,0.8,22,216,357,48,2.31,0.8,0,0,0.21,3.05,0,69
F006951,18103,"Pork, leg roast, untrimmed, baked, no added fat",926,59,31.2,4.99,10.7,0,0,0,0,0,0,0,6,0.104,0.8,1.37,26,221,418,54,3.29,0.8,0,0,0.08,3.76,0,84
F006965,18103,"Pork, leg steak (rump), separable fat, raw","2,603",27.1,8.6,1.38,66.4,0,0,0,0,0,0,0,3,0.033,0.8,0.6,8,100,140,23,0.46,0.9,0,0,0.51,23.86,0,38
F006964,18103,"Pork, leg steak (rump), separable fat, fried, no added fat","2,191",35.2,12,1.92,53.7,0,0,0,0,0,0,0,4,0.047,0.8,0.66,14,100,230,36,0.58,1.4,0,0,0.43,19.29,0,32
F006963,18103,"Pork, leg steak (round, rump, topside, silverside), lean, raw",466,74.6,23.5,3.76,1.8,0,0,0,0,0,0,0,4,0.068,0.8,0.81,25,240,382,50,1.76,0.2,0,0,0.15,0.59,0,48
F006962,18103,"Pork, leg steak (round, rump, topside, silverside), lean, fried, no added fat",589,67.8,28.8,4.6,2.7,0,0,0,0,0,0,0,5,0.094,0.8,0.97,27,250,409,54,2.51,0.4,0,0,0,0.89,0,58
F006960,18103,"Pork, leg steak (round, rump, topside, silverside), untrimmed, raw",486,74.2,23.3,3.73,2.4,0,0,0,0,0,0,0,4,0.067,0.8,0.81,25,239,380,49,1.75,0.2,0,0,0.15,0.82,0,48
F006959,18103,"Pork, leg steak (round, rump, topside, silverside), untrimmed, fried, no added fat",603,67.5,28.6,4.58,3.1,0,0,0,0,0,0,0,5,0.093,0.8,0.97,27,249,407,54,2.5,0.5,0,0,0,1.05,0,58
F007016,18103,"Pork, loin chop, separable fat, raw","2,694",23.8,7.9,1.26,69.2,0,0,0,0,0,0,0,16,0.032,0,0.29,6,91,104,24,0.37,1.1,0,0,0.36,27.29,0,46
F007015,18103,"Pork, loin chop, separable fat, BBQ'd, no added fat","2,765",21.4,8.8,1.4,70.7,0,0,0,0,0,0,0,17,0.039,0.4,0.36,9,130,159,33,0.43,1.1,0,0,0.35,27.88,0,41
F007019,18103,"Pork, loin chop, lean, raw",461,73.8,23.2,3.71,1.8,0,0,0,0,0,0,0,11,0.048,0,0.46,26,220,426,52,1.29,0.2,0,0,0.17,0.62,0,48
F007017,18103,"Pork, loin chop, lean, BBQ'd, no added fat",687,63.2,30.6,4.9,4.5,0,0,0,0,0,0,0,16,0.065,0.4,0.64,24,250,400,58,1.8,0.2,0,0,0,1.56,0,71
F007014,18103,"Pork, loin chop, semi-trimmed, raw",573,71.2,22.4,3.59,5.2,0,0,0,0,0,0,0,11,0.047,0,0.45,25,214,410,51,1.24,0.2,0,0,0.18,1.96,0,48
F007012,18103,"Pork, loin chop, semi-trimmed, BBQ'd, no added fat",790,61.1,29.5,4.72,7.8,0,0,0,0,0,0,0,16,0.064,0.4,0.63,23,244,388,57,1.73,0.3,0,0,0.02,2.87,0,70
F006993,18103,"Pork, loin chop, untrimmed, raw",705,68.3,21.5,3.44,9.2,0,0,0,0,0,0,0,11,0.046,0,0.44,24,206,391,49,1.19,0.3,0,0,0.19,3.53,0,48
F006991,18103,"Pork, loin chop, untrimmed, BBQ'd, no added fat",930,58.3,28,4.49,12.2,0,0,0,0,0,0,0,16,0.062,0.4,0.61,22,236,372,55,1.64,0.3,0,0,0.04,4.64,0,67
F007028,18103,"Pork, loin cutlet, untrimmed, raw",843,66.2,21,3.36,13.1,0,0,0,0,0,0,0,5,0.036,0.8,0.53,23,198,373,42,1.37,0.4,0,0,0.2,4.6,0,46
F007027,18103,"Pork, loin cutlet, untrimmed, fried, no added fat","1,240",50.2,30.9,4.95,19.3,0,0,0,0,0,0,0,8,0.053,1.1,0.75,34,288,543,61,2.01,0.5,0,0,0.26,6.77,0,68
F007035,18103,"Pork, loin roast, separable fat, raw","2,941",19.3,5.2,0.83,77.1,0,0,0,0,0,0,0,4,0.023,0.8,0.16,4,91,69,27,0.22,1.1,0,0,0.36,29.02,0,38
F007034,18103,"Pork, loin roast, separable fat, baked, no added fat","2,629",26.1,8.8,1.41,67,0,0,0,0,0,0,0,3,0.036,0.8,0.27,8,130,145,40,0.44,0.4,0,0,0.35,25.22,0,33
F007037,18103,"Pork, loin roast, lean, raw",478,73.8,23.3,3.73,2.2,0,0,0,0,0,0,0,6,0.04,0.8,0.41,25,220,370,52,1.6,0.5,0,0,0.17,0.75,0,46
F007036,18103,"Pork, loin roast, lean, baked, no added fat",860,61.4,31.9,5.1,8.6,0,0,0,0,0,0,0,7,0.064,0.8,0.52,25,250,340,57,2.55,0.4,0,0,0,2.93,0,57
F007030,18103,"Pork, loin roast, untrimmed, raw",943,63.5,19.9,3.18,16.4,0,0,0,0,0,0,0,6,0.037,0.8,0.36,21,196,313,47,1.34,0.6,0,0,0.2,6.1,0,44
F007029,18103,"Pork, loin roast, untrimmed, baked, no added fat","1,093",56.8,28.8,4.62,16.3,0,0,0,0,0,0,0,6,0.06,0.8,0.49,23,234,314,55,2.27,0.4,0,0,0.05,5.87,0,54
F007046,18103,"Pork, medallion or loin steak, separable fat, raw","2,642",26.4,6.3,1.01,68.5,0,0,0,0,0,0,0,5,0.023,0.8,0.48,8,91,150,22,0.48,0.9,0,0,0.36,24.09,0,38
F007045,18103,"Pork, medallion or loin steak, separable fat, fried, no added fat","2,307",30.8,14.9,2.38,55.5,0,0,0,0,0,0,0,16,0.08,0.8,0.7,18,130,340,47,0.91,1,0,0,0.35,19.52,0,46
F007049,18103,"Pork, medallion or loin steak, lean, raw",469,74.4,24.1,3.86,1.6,0,0,0,0,0,0,0,6,0.039,0.8,0.54,26,220,420,46,1.55,0.2,0,0,0.17,0.54,0,48
F007048,18103,"Pork, medallion or loin steak, lean, fried, no added fat",631,65.4,29.5,4.72,3.5,0,0,0,0,0,0,0,6,0.051,0.8,0.63,29,250,455,52,1.85,0.3,0,0,0,1.19,0,63
F007043,18103,"Pork, medallion or loin steak, untrimmed, raw",615,71.2,22.9,3.66,6.1,0,0,0,0,0,0,0,6,0.038,0.8,0.54,25,211,402,44,1.48,0.3,0,0,0.18,2.12,0,47
F007042,18103,"Pork, medallion or loin steak, untrimmed, fried, no added fat",891,58.3,33.2,5.31,8.8,0,0,0,0,0,0,0,6,0.055,0.9,0.63,35,276,497,58,2.14,0.4,0,0,0.22,3.08,0,68
F007057,18103,"Pork, mince, untrimmed, raw",748,69.6,20.9,3.12,10.6,0,0,0,0,0,0,0,8,0.062,1.1,0.93,20,170,330,58,2.2,0.5,0,0,0,4,0,54
F007055,18103,"Pork, mince, as purchased, fried, no added fat",849,63.1,25.9,4.07,11,0,0,0,0,0,0,0,12,0.082,1.5,1.22,22,180,350,59,3.02,0.6,0,0,0,4.17,0,57
F007074,18103,"Pork, round mini roast, separable fat, raw","1,842",43.6,11.3,1.81,44.6,0,0,0,0,0,0,0,5,0.037,0.8,0.64,12,100,200,38,0.94,1,0,0,0.51,16.02,0,76
F007073,18103,"Pork, round mini roast, separable fat, baked, no added fat","1,961",38.4,16.3,2.61,45.5,0,0,0,0,0,0,0,6,0.076,0.8,1.45,22,100,345,54,1.55,1,0,0,0.43,16.35,0,65
F007077,18103,"Pork, round mini roast, lean, raw",444,74.4,23.7,3.79,1.1,0,0,0,0,0,0,0,4,0.085,0.8,0.83,24,240,390,50,2.6,0.7,0,0,0.15,0.35,0,68
F007076,18103,"Pork, round mini roast, lean, baked, no added fat",682,63.8,34.7,5.55,2.5,0,0,0,0,0,0,0,6,0.11,0.8,1.35,27,250,435,54,3.7,0.7,0,0,0,0.79,0,89
F007072,18103,"Pork, round mini roast, untrimmed, raw",472,73.8,23.4,3.75,2,0,0,0,0,0,0,0,4,0.084,0.8,0.83,24,237,386,50,2.57,0.7,0,0,0.16,0.66,0,68
F007071,18103,"Pork, round mini roast, untrimmed, baked, no added fat",699,63.5,34.5,5.51,3,0,0,0,0,0,0,0,6,0.11,0.8,1.35,27,248,434,54,3.67,0.7,0,0,0,0.99,0,89
F007080,18103,"Pork, round steak, lean, raw",416,74.5,22.1,3.54,1.1,0,0,0,0,0,0,0,4,0.078,0.8,0.88,25,240,385,48,2,0.2,0,0,0.15,0.35,0,46
F007079,18103,"Pork, round steak, lean, fried, no added fat",563,66.2,29.4,4.7,1.7,0,0,0,0,0,0,0,5,0.105,0.8,1.1,25,250,390,51,2.9,0.4,0,0,0,0.54,0,62
F007085,18103,"Pork, rump steak, lean, raw",508,73.6,25.3,4.05,2.1,0,0,0,0,0,0,0,5,0.069,0.8,0.84,25,240,365,50,1.7,0.2,0,0,0.15,0.7,0,45
F007084,18103,"Pork, rump steak, lean, fried, no added fat",627,65.7,28.6,4.58,3.8,0,0,0,0,0,0,0,5,0.093,0.8,0.94,26,250,380,52,2.4,0.4,0,0,0,1.26,0,57
F007082,18103,"Pork, rump steak, untrimmed, raw",568,72.2,24.8,3.97,4,0,0,0,0,0,0,0,5,0.068,0.8,0.83,24,236,358,49,1.66,0.2,0,0,0.16,1.37,0,45
F007081,18103,"Pork, rump steak, untrimmed, fried, no added fat",836,59.1,36.5,5.84,5.8,0,0,0,0,0,0,0,5,0.1,0.9,0.97,34,312,448,65,2.45,0.3,0,0,0.19,2.01,0,66
F007092,18103,"Pork, scotch roast, separable fat, raw","2,124",38.1,10.7,1.71,52.5,0,0,0,0,0,0,0,8,0.036,0.8,0.56,10,110,190,30,1.04,1,0,0,0.29,22.16,0,48
F007091,18103,"Pork, scotch roast, separable fat, baked, no added fat","2,076",37.6,12.2,1.95,50.5,0,0,0,0,0,0,0,9,0.054,0.8,0.88,14,240,280,41,1.45,1,0,0,0,21.32,0,46
F007094,18103,"Pork, scotch roast, lean, raw",631,73,20.6,3.3,7.6,0,0,0,0,0,0,0,4,0.065,0.8,0.78,20,220,355,49,2.7,0.7,0,0,0.27,2.68,0,50
F007093,18103,"Pork, scotch roast, lean, baked, no added fat",964,58.9,30.6,4.9,12,0,0,0,0,0,0,0,8,0.065,0.8,1.35,25,240,430,57,4.6,0.9,0,0,0,4.23,0,74
F007089,18103,"Pork, scotch roast, untrimmed, raw",893,66.9,18.9,3.02,15.4,0,0,0,0,0,0,0,5,0.06,0.8,0.74,18,201,326,46,2.41,0.7,0,0,0.27,6.09,0,50
F007087,18103,"Pork, scotch roast, untrimmed, baked, no added fat","1,024",57.7,29.6,4.74,14.1,0,0,0,0,0,0,0,8,0.064,0.8,1.32,24,240,422,56,4.43,0.9,0,0,0,5.15,0,72
F007101,18103,"Pork, silverside steak, lean, raw",456,74.4,22.5,3.6,2,0,0,0,0,0,0,0,4,0.063,0.8,0.79,26,240,410,53,1.85,0.5,0,0,0.15,0.68,0,60
F007100,18103,"Pork, silverside steak, lean, fried, no added fat",585,66,27.9,4.46,3,0,0,0,0,0,0,0,5,0.09,0.8,0.97,28,250,425,59,2.55,0.5,0,0,0,1.03,0,63
